front,back
"<u>Propriétés des système liés</u><div><u><br /></u></div><div>1. {{c1::Si on ajoute un vecteur à un système lié, le système obtenu est encore lié.}}</div><div>2. {{c2::Si un système contient le vecteur nul, celui-ci est lié.}}</div><div>3. {{c3::Si un système contient deux vecteurs égaux, alors celui-ci est lié.&nbsp;}}</div>",
<div><u>Caractérisation système lié.&nbsp;</u></div><div><br /></div>Un système de vecteurs de E est lié si et seulement si {{c1::l'un des vecteurs de ce système est combinaison linéaire des autres vecteurs de ce système.}}&nbsp;,
<u>Propriétés des systèmes libres.&nbsp;</u><div><u><br /></u></div><div>1. Soit&nbsp;[$]\overrightarrow{a} \in E[/$]. [$]S = (\overrightarrow{a} )[/$] est libre si et seulement si&nbsp;{{c1::[$]\overrightarrow{a} \neq&nbsp;\overrightarrow{0}&nbsp;[/$]}}</div><div>2. {{c2::Un sous-système d'un système libre est libre.}}</div>,
<u>Propriétés des systèmes libres.&nbsp;</u><div><u><br /></u></div><div>1. Soit&nbsp;[$]\overrightarrow{a} \in E[/$]. [$]S = (\overrightarrow{a} )[/$] est libre si et seulement si&nbsp;{{c1::[$]\overrightarrow{a} \neq&nbsp;\overrightarrow{0}&nbsp;[/$]}}</div><div>2. {{c2::Un sous-système d'un système libre est libre.}}</div>,
"Soit&nbsp;[$]S=(\overrightarrow{x_1},...,\overrightarrow{x_n} &nbsp;)[/$] un système libre de vecteurs de E et&nbsp;[$]\overrightarrow{x_{n+1} } \in E.[/$]<div><br /></div><div>[$](\overrightarrow{x_1},...,\overrightarrow{x_n} , \overrightarrow{x_{n+1} }&nbsp;)[/$] est libre si et seulement si&nbsp;{{c1::[$]\overrightarrow{x_{n+1} } \notin Vect(\overrightarrow{x_1},...,\overrightarrow{x_n} &nbsp;)[/$]}}</div><div><br /></div><div>[$](\overrightarrow{x_1},...,\overrightarrow{x_n} , \overrightarrow{x_{n+1} }&nbsp;)[/$] est lié si et seulement si&nbsp;{{c1::[$]\overrightarrow{x_{n+1} } \in Vect(\overrightarrow{x_1},...,\overrightarrow{x_n} &nbsp;)[/$]}}</div>",
Soit I un ensemble non vide d'indices et [$]\mathcal{F} = (\overrightarrow{x_i})_{i \in I}[/$] une famille de vecteurs de E.&nbsp;<div><br /></div><div>1. On dit que [$]\mathcal{F}[/$] est libre si {{c1::toute sous-famille finie extraite de [$]\mathcal{F}[/$] est libre.}}</div><div><br /></div><div>2. On dit que [$]\mathcal{F}[/$] est liée si {{c2::il existe une sous-famille finie extraite de [$]\mathcal{F}[/$] qui soit liée. &nbsp;}}</div>,
Soit I un ensemble non vide d'indices et [$]\mathcal{F} = (\overrightarrow{x_i})_{i \in I}[/$] une famille de vecteurs de E.&nbsp;<div><br /></div><div>1. On dit que [$]\mathcal{F}[/$] est libre si {{c1::toute sous-famille finie extraite de [$]\mathcal{F}[/$] est libre.}}</div><div><br /></div><div>2. On dit que [$]\mathcal{F}[/$] est liée si {{c2::il existe une sous-famille finie extraite de [$]\mathcal{F}[/$] qui soit liée. &nbsp;}}</div>,
"On dit qu'une système [$]S=(\overrightarrow{x_1},...,\overrightarrow{x_n} &nbsp;)[/$] de vecteurs de E est générateur de E si {{c1::tout vecteur de E s'écrit comme combinaison linéaire des vecteurs de S.&nbsp;}}<div><br /></div><div>Autrement dit, si&nbsp;</div><div><br /></div><div>{{c1::[$$]\forall x \in E, \exists (\lambda_1, ..., \lambda_n ) \in \mathbb{K}^n \quad tel \quad que \quad x = \sum_{k=1}^n \lambda_k&nbsp;\overrightarrow{x_k}[/$$]}}</div>",
"Soit&nbsp;[$]S=(\overrightarrow{x_1},...,\overrightarrow{x_n} &nbsp;)[/$] un système de vecteurs de E. Les proposition suivantes sont équivalentes :&nbsp;<div><br /></div><div>1. {{c1::S est un système libre maximal}}</div><div>2. {{c2::S est un système générateur minimal}}</div><div>3. {{c3::S est libre et générateur.&nbsp;}}</div><div><br /></div><div>Si S vérifie l'une des propriétés précédents, on dit que S est une base de E.&nbsp;</div>",
"Soit&nbsp;[$]S=(\overrightarrow{x_1},...,\overrightarrow{x_n} &nbsp;)[/$] un système de vecteurs de E. Les proposition suivantes sont équivalentes :&nbsp;<div><br /></div><div>1. {{c1::S est un système libre maximal}}</div><div>2. {{c2::S est un système générateur minimal}}</div><div>3. {{c3::S est libre et générateur.&nbsp;}}</div><div><br /></div><div>Si S vérifie l'une des propriétés précédents, on dit que S est une base de E.&nbsp;</div>",
"Soit&nbsp;[$]S=(\overrightarrow{x_1},...,\overrightarrow{x_n} &nbsp;)[/$] un système de vecteurs de E. Les proposition suivantes sont équivalentes :&nbsp;<div><br /></div><div>1. {{c1::S est un système libre maximal}}</div><div>2. {{c2::S est un système générateur minimal}}</div><div>3. {{c3::S est libre et générateur.&nbsp;}}</div><div><br /></div><div>Si S vérifie l'une des propriétés précédents, on dit que S est une base de E.&nbsp;</div>",
"Si&nbsp;[$]B=(\overrightarrow{e_1},...,\overrightarrow{e_n} &nbsp;)[/$] est une base de E, alors tout vecteur de E {{c1::s'écrit de manière unique comme combinaison linéaire des vecteurs de B.}}<div><br /></div><div>Autrement dit, [$$]\forall&nbsp;\overrightarrow{x} \in E, {{c1::\exists ! (x_1, ..., x_n ) \in \mathbb{K}^n,&nbsp;\overrightarrow{x} = \sum_{k=1}^n x_k \overrightarrow{e_k} }}[/$$]</div><div><br /></div><div>L'unique&nbsp;[$](x_1, ..., x_n )[/$] est appelé n_uplet des coordonnées de&nbsp;[$]\overrightarrow{x}[/$] dans la base B.</div>",
On dit qu'une famille de vecteurs de E est une base de E si {{c1::elle est libre et génératrice.}},
"Soit I un ensemble non vide d'indices et [$]\mathcal{F} = (\overrightarrow{x_i})_{i \in I}[/$] une famille de vecteurs de E. On dit que&nbsp;[$]\mathcal{F}[/$] est génératrice de E si&nbsp;<div><br /></div><div>pour tout&nbsp;[$]\overrightarrow{x} &nbsp;\in E[/$], {{c1::il existe une sous-famille finie extraite de [$]\mathcal{F}[/$] dont&nbsp;[$]\overrightarrow{x}[/$] &nbsp;soit combinaison linéaire.&nbsp;}}</div>",
"Soit&nbsp;&nbsp;[$]B=(\overrightarrow{e_1},...,\overrightarrow{e_n} &nbsp;)[/$] une base de E et F est espace vectoriel sur [$]\mathbb{K}[/$]. Pour tout [$](\overrightarrow{f_1} ,...,&nbsp;\overrightarrow{f_n}) \in F^n,&nbsp;[/$]<div><br /></div><div>il existe une unique application linéaire [$]u : E \to F[/$] vérifiant {{c1::[$]\forall i \in&nbsp;[\![ 1;n ]\!] \; u(&nbsp;\overrightarrow{e_i} )=&nbsp;\overrightarrow{f_i}[/$]}}</div>",
"Si&nbsp;[$]B=(\overrightarrow{e_1},...,\overrightarrow{e_n} &nbsp;)[/$] est une base de E et [$]u \in \mathcal{L}(E,F)[/$], alors&nbsp;<div><br /></div><div>1. u est surjective si et seulement si {{c1::[$]( u(\overrightarrow{e_1}),...,u( \overrightarrow{e_n} &nbsp;) )[/$] est génératrice de F}}.</div><div><br /></div><div>2. u est injective si et seulement si&nbsp;{{c2::[$]( u(\overrightarrow{e_1}),...,u( \overrightarrow{e_n} &nbsp;) )[/$] est libre dans F}}.</div><div><br /></div><div>3. u est bijective si et seulement si&nbsp;{{c3::[$]( u(\overrightarrow{e_1}),...,u( \overrightarrow{e_n} &nbsp;) )[/$] est une base de F}}.</div>",
"Si&nbsp;[$]B=(\overrightarrow{e_1},...,\overrightarrow{e_n} &nbsp;)[/$] est une base de E et [$]u \in \mathcal{L}(E,F)[/$], alors&nbsp;<div><br /></div><div>1. u est surjective si et seulement si {{c1::[$]( u(\overrightarrow{e_1}),...,u( \overrightarrow{e_n} &nbsp;) )[/$] est génératrice de F}}.</div><div><br /></div><div>2. u est injective si et seulement si&nbsp;{{c2::[$]( u(\overrightarrow{e_1}),...,u( \overrightarrow{e_n} &nbsp;) )[/$] est libre dans F}}.</div><div><br /></div><div>3. u est bijective si et seulement si&nbsp;{{c3::[$]( u(\overrightarrow{e_1}),...,u( \overrightarrow{e_n} &nbsp;) )[/$] est une base de F}}.</div>",
"Si&nbsp;[$]B=(\overrightarrow{e_1},...,\overrightarrow{e_n} &nbsp;)[/$] est une base de E et [$]u \in \mathcal{L}(E,F)[/$], alors&nbsp;<div><br /></div><div>1. u est surjective si et seulement si {{c1::[$]( u(\overrightarrow{e_1}),...,u( \overrightarrow{e_n} &nbsp;) )[/$] est génératrice de F}}.</div><div><br /></div><div>2. u est injective si et seulement si&nbsp;{{c2::[$]( u(\overrightarrow{e_1}),...,u( \overrightarrow{e_n} &nbsp;) )[/$] est libre dans F}}.</div><div><br /></div><div>3. u est bijective si et seulement si&nbsp;{{c3::[$]( u(\overrightarrow{e_1}),...,u( \overrightarrow{e_n} &nbsp;) )[/$] est une base de F}}.</div>",
"Soit E et F deux espaces vectoriels sur [$]\mathbb{K}[/$] et E<sub>1</sub>, E<sub>2</sub>&nbsp;deux sous-espaces vectoriels supplémentaies de E.<div><br /></div><div>Si [$]u_1 : E_1 \to F \; et \; u_2 : E_2 \to F[/$] sont linéaires, alors il existe une unique appplication [$]u :E \to F[/$] telle que&nbsp;</div><div><br /></div><div>{{c1::[$]u_{|E_1} = u_1 \; et \; u_{|E_2} = u_2[/$]}}</div>",
"<div><u>Définition projecteur</u></div><div><br /></div>Soit E un espace vectoriel sur [$]\mathbb{K}[/$] et F,G deux sous espaces vectoriels supplémentaires de E.&nbsp;<div><br /></div><div>[$]\forall &nbsp;\overrightarrow{x} \in E, \exists ! (\overrightarrow{x_1} ,&nbsp;\overrightarrow{x_2} ) \in F \times G, \; \overrightarrow{x} =&nbsp;\overrightarrow{x_1} &nbsp;+&nbsp;\overrightarrow{x_2}[/$]&nbsp;</div><div><br /></div><div>On définit alors&nbsp;</div><div><br /></div><div>[$$]\begin{aligned} p : {{c1::E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_1} }} \end{aligned} \quad et \quad&nbsp;\begin{aligned} q : {{c1::E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_2} }} \end{aligned}[/$$]</div><div><br /></div><div>On dit que p est la projection sur F parallèlement à G et q est la projection sur G parallèlement à F.&nbsp;</div>",
"<div>Soit E un espace vectoriel sur [$]\mathbb{K}[/$] et F,G deux sous espaces vectoriels supplémentaires de E.&nbsp;</div><div><br /></div><div>[$]\forall &nbsp;\overrightarrow{x} \in E, \exists ! (\overrightarrow{x_1} ,&nbsp;\overrightarrow{x_2} ) \in F \times G, \; \overrightarrow{x} =&nbsp;\overrightarrow{x_1} &nbsp;+&nbsp;\overrightarrow{x_2}[/$]&nbsp;</div><div><br /></div><div>On définit alors&nbsp;</div><div><br /></div><div>[$$]\begin{aligned} p : E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_1} &nbsp;\end{aligned} \quad et \quad&nbsp;\begin{aligned} q : E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_2} \end{aligned}[/$$]</div><div><br /></div><div><u>Propriétés des projecteurs&nbsp;</u></div><div><u><br /></u></div><div>Im(p) = {{c1::F}}</div><div><br /></div><div>Ker(p) = {{c2::G}}&nbsp;</div><div><br /></div><div>pop = {{c3::p}}&nbsp;</div>",
"<div>Soit E un espace vectoriel sur [$]\mathbb{K}[/$] et F,G deux sous espaces vectoriels supplémentaires de E.&nbsp;</div><div><br /></div><div>[$]\forall &nbsp;\overrightarrow{x} \in E, \exists ! (\overrightarrow{x_1} ,&nbsp;\overrightarrow{x_2} ) \in F \times G, \; \overrightarrow{x} =&nbsp;\overrightarrow{x_1} &nbsp;+&nbsp;\overrightarrow{x_2}[/$]&nbsp;</div><div><br /></div><div>On définit alors&nbsp;</div><div><br /></div><div>[$$]\begin{aligned} p : E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_1} &nbsp;\end{aligned} \quad et \quad&nbsp;\begin{aligned} q : E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_2} \end{aligned}[/$$]</div><div><br /></div><div><u>Propriétés des projecteurs&nbsp;</u></div><div><u><br /></u></div><div>Im(p) = {{c1::F}}</div><div><br /></div><div>Ker(p) = {{c2::G}}&nbsp;</div><div><br /></div><div>pop = {{c3::p}}&nbsp;</div>",
"<div>Soit E un espace vectoriel sur [$]\mathbb{K}[/$] et F,G deux sous espaces vectoriels supplémentaires de E.&nbsp;</div><div><br /></div><div>[$]\forall &nbsp;\overrightarrow{x} \in E, \exists ! (\overrightarrow{x_1} ,&nbsp;\overrightarrow{x_2} ) \in F \times G, \; \overrightarrow{x} =&nbsp;\overrightarrow{x_1} &nbsp;+&nbsp;\overrightarrow{x_2}[/$]&nbsp;</div><div><br /></div><div>On définit alors&nbsp;</div><div><br /></div><div>[$$]\begin{aligned} p : E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_1} &nbsp;\end{aligned} \quad et \quad&nbsp;\begin{aligned} q : E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_2} \end{aligned}[/$$]</div><div><br /></div><div><u>Propriétés des projecteurs&nbsp;</u></div><div><u><br /></u></div><div>Im(p) = {{c1::F}}</div><div><br /></div><div>Ker(p) = {{c2::G}}&nbsp;</div><div><br /></div><div>pop = {{c3::p}}&nbsp;</div>",
"<div>Soit E un espace vectoriel sur [$]\mathbb{K}[/$] et F,G deux sous espaces vectoriels supplémentaires de E.&nbsp;</div><div><br /></div><div>[$]\forall &nbsp;\overrightarrow{x} \in E, \exists ! (\overrightarrow{x_1} ,&nbsp;\overrightarrow{x_2} ) \in F \times G, \; \overrightarrow{x} =&nbsp;\overrightarrow{x_1} &nbsp;+&nbsp;\overrightarrow{x_2}[/$]&nbsp;</div><div><br /></div><div>On définit alors&nbsp;</div><div><br /></div><div>[$$]\begin{aligned} p : E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_1} &nbsp;\end{aligned} \quad et \quad&nbsp;\begin{aligned} q : E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_2} \end{aligned}[/$$]</div><div><br /></div><div><u>Propriétés des projecteurs&nbsp;</u></div><div><u><br /></u></div><div>Im(q) = {{c1::G}}</div><div><br /></div><div>Ker(q) = {{c2::F}}&nbsp;</div><div><br /></div><div>qoq = {{c3::q}}&nbsp;</div>",
"<div>Soit E un espace vectoriel sur [$]\mathbb{K}[/$] et F,G deux sous espaces vectoriels supplémentaires de E.&nbsp;</div><div><br /></div><div>[$]\forall &nbsp;\overrightarrow{x} \in E, \exists ! (\overrightarrow{x_1} ,&nbsp;\overrightarrow{x_2} ) \in F \times G, \; \overrightarrow{x} =&nbsp;\overrightarrow{x_1} &nbsp;+&nbsp;\overrightarrow{x_2}[/$]&nbsp;</div><div><br /></div><div>On définit alors&nbsp;</div><div><br /></div><div>[$$]\begin{aligned} p : E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_1} &nbsp;\end{aligned} \quad et \quad&nbsp;\begin{aligned} q : E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_2} \end{aligned}[/$$]</div><div><br /></div><div><u>Propriétés des projecteurs&nbsp;</u></div><div><u><br /></u></div><div>Im(q) = {{c1::G}}</div><div><br /></div><div>Ker(q) = {{c2::F}}&nbsp;</div><div><br /></div><div>qoq = {{c3::q}}&nbsp;</div>",
"<div>Soit E un espace vectoriel sur [$]\mathbb{K}[/$] et F,G deux sous espaces vectoriels supplémentaires de E.&nbsp;</div><div><br /></div><div>[$]\forall &nbsp;\overrightarrow{x} \in E, \exists ! (\overrightarrow{x_1} ,&nbsp;\overrightarrow{x_2} ) \in F \times G, \; \overrightarrow{x} =&nbsp;\overrightarrow{x_1} &nbsp;+&nbsp;\overrightarrow{x_2}[/$]&nbsp;</div><div><br /></div><div>On définit alors&nbsp;</div><div><br /></div><div>[$$]\begin{aligned} p : E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_1} &nbsp;\end{aligned} \quad et \quad&nbsp;\begin{aligned} q : E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_2} \end{aligned}[/$$]</div><div><br /></div><div><u>Propriétés des projecteurs&nbsp;</u></div><div><u><br /></u></div><div>Im(q) = {{c1::G}}</div><div><br /></div><div>Ker(q) = {{c2::F}}&nbsp;</div><div><br /></div><div>qoq = {{c3::q}}&nbsp;</div>",
"<div>Soit E un espace vectoriel sur [$]\mathbb{K}[/$] et F,G deux sous espaces vectoriels supplémentaires de E.&nbsp;</div><div><br /></div><div>[$]\forall &nbsp;\overrightarrow{x} \in E, \exists ! (\overrightarrow{x_1} ,&nbsp;\overrightarrow{x_2} ) \in F \times G, \; \overrightarrow{x} =&nbsp;\overrightarrow{x_1} &nbsp;+&nbsp;\overrightarrow{x_2}[/$]&nbsp;</div><div><br /></div><div>On définit alors&nbsp;</div><div><br /></div><div>[$$]\begin{aligned} p : E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_1} &nbsp;\end{aligned} \quad et \quad&nbsp;\begin{aligned} q : E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_2} \end{aligned}[/$$]</div><div><br /></div><div><u>Propriétés des projecteurs&nbsp;</u></div><div><u><br /></u></div><div>p+q = {{c1::id<sub>E</sub>}}</div><div><br /></div><div>poq = {{c2::qop = [$]\underline{0}_E[/$]&nbsp;}}&nbsp;</div><div><br /></div>",
"<div>Soit E un espace vectoriel sur [$]\mathbb{K}[/$] et F,G deux sous espaces vectoriels supplémentaires de E.&nbsp;</div><div><br /></div><div>[$]\forall &nbsp;\overrightarrow{x} \in E, \exists ! (\overrightarrow{x_1} ,&nbsp;\overrightarrow{x_2} ) \in F \times G, \; \overrightarrow{x} =&nbsp;\overrightarrow{x_1} &nbsp;+&nbsp;\overrightarrow{x_2}[/$]&nbsp;</div><div><br /></div><div>On définit alors&nbsp;</div><div><br /></div><div>[$$]\begin{aligned} p : E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_1} &nbsp;\end{aligned} \quad et \quad&nbsp;\begin{aligned} q : E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_2} \end{aligned}[/$$]</div><div><br /></div><div><u>Propriétés des projecteurs&nbsp;</u></div><div><u><br /></u></div><div>p+q = {{c1::id<sub>E</sub>}}</div><div><br /></div><div>poq = {{c2::qop = [$]\underline{0}_E[/$]&nbsp;}}&nbsp;</div><div><br /></div>",
On dit qu'un endomorphisme p de E est un projecteur de E si {{c1::pop=p}},
Si [$]p \in \mathcal{L}(E)[/$] est un projecteur de E alors<div><br /></div><div>1. {{c1::Im(p) [$]\oplus[/$] Ker(p)&nbsp;}}&nbsp;= E</div><!--anki--><div><br /></div><div>2. p est la projection sur {{c2::Im(p)}} par rapport à {{c2::Ker(p).}}</div><div><br /></div><div>3. la projection sur Ker(p) par rapport à Im(p) est&nbsp;{{c3::id<sub>E</sub>&nbsp;- p&nbsp;}}</div>,
Si [$]p \in \mathcal{L}(E)[/$] est un projecteur de E alors<div><br /></div><div>1. {{c1::Im(p) [$]\oplus[/$] Ker(p)&nbsp;}}&nbsp;= E</div><!--anki--><div><br /></div><div>2. p est la projection sur {{c2::Im(p)}} par rapport à {{c2::Ker(p).}}</div><div><br /></div><div>3. la projection sur Ker(p) par rapport à Im(p) est&nbsp;{{c3::id<sub>E</sub>&nbsp;- p&nbsp;}}</div>,
Si [$]p \in \mathcal{L}(E)[/$] est un projecteur de E alors<div><br /></div><div>1. {{c1::Im(p) [$]\oplus[/$] Ker(p)&nbsp;}}&nbsp;= E</div><!--anki--><div><br /></div><div>2. p est la projection sur {{c2::Im(p)}} par rapport à {{c2::Ker(p).}}</div><div><br /></div><div>3. la projection sur Ker(p) par rapport à Im(p) est&nbsp;{{c3::id<sub>E</sub>&nbsp;- p&nbsp;}}</div>,
"<div>Soit E un espace vectoriel sur [$]\mathbb{K}[/$] et F,G deux sous espaces vectoriels supplémentaires de E.&nbsp;</div><div><br /></div><div>[$]\forall &nbsp;\overrightarrow{x} \in E, \exists ! (\overrightarrow{x_1} ,&nbsp;\overrightarrow{x_1} ) \in F \times G, \; \overrightarrow{x} =&nbsp;\overrightarrow{x_1} &nbsp;+&nbsp;\overrightarrow{x_2}[/$]&nbsp;</div><div><br /></div><div>L'application :</div><div><br /></div><div>{{c1::[$$]\begin{aligned} s : E &amp;\to E \\&nbsp;\overrightarrow{x} &amp;\to&nbsp;\overrightarrow{x_1} - \overrightarrow{x_2}&nbsp;\end{aligned} [/$$]}}</div><div><br /></div><div>est appelée symétrie par rapport à F parallèlement à G.&nbsp;</div>",
"<div><u>Propriétés algébriques des symétries.&nbsp;</u></div><div><br /></div>Soient F et G deux sous-espaces vectoriels supplémentaires de E, p le projecteur sur F parallèlemment à G, q le projecteur sur G parallèlement à F et s la symétrie par rapport à F parallèlement à G. Alors,<div><br /></div><div>1. s =&nbsp;{{c5::2p - id<sub>E</sub>}} (en fonction de p)&nbsp;</div><div><br /></div><div>2. s =&nbsp;{{c4::id<sub>E</sub>&nbsp;- 2q}} (en fonction de q)</div><div><br /></div><div>3. sos =&nbsp;{{c3::id<sub>E</sub>}}</div><div><sub><br /></sub></div><div>4. Im(s) = {{c2::E}}&nbsp;</div><div><br /></div><div>5. Ker(s) = {{c1::[$]\{&nbsp;\overrightarrow{0} &nbsp;\}[/$]}}</div>",
"<div><u>Propriétés algébriques des symétries.&nbsp;</u></div><div><br /></div>Soient F et G deux sous-espaces vectoriels supplémentaires de E, p le projecteur sur F parallèlemment à G, q le projecteur sur G parallèlement à F et s la symétrie par rapport à F parallèlement à G. Alors,<div><br /></div><div>1. s =&nbsp;{{c5::2p - id<sub>E</sub>}} (en fonction de p)&nbsp;</div><div><br /></div><div>2. s =&nbsp;{{c4::id<sub>E</sub>&nbsp;- 2q}} (en fonction de q)</div><div><br /></div><div>3. sos =&nbsp;{{c3::id<sub>E</sub>}}</div><div><sub><br /></sub></div><div>4. Im(s) = {{c2::E}}&nbsp;</div><div><br /></div><div>5. Ker(s) = {{c1::[$]\{&nbsp;\overrightarrow{0} &nbsp;\}[/$]}}</div>",
"<div><u>Propriétés algébriques des symétries.&nbsp;</u></div><div><br /></div>Soient F et G deux sous-espaces vectoriels supplémentaires de E, p le projecteur sur F parallèlemment à G, q le projecteur sur G parallèlement à F et s la symétrie par rapport à F parallèlement à G. Alors,<div><br /></div><div>1. s =&nbsp;{{c5::2p - id<sub>E</sub>}} (en fonction de p)&nbsp;</div><div><br /></div><div>2. s =&nbsp;{{c4::id<sub>E</sub>&nbsp;- 2q}} (en fonction de q)</div><div><br /></div><div>3. sos =&nbsp;{{c3::id<sub>E</sub>}}</div><div><sub><br /></sub></div><div>4. Im(s) = {{c2::E}}&nbsp;</div><div><br /></div><div>5. Ker(s) = {{c1::[$]\{&nbsp;\overrightarrow{0} &nbsp;\}[/$]}}</div>",
"<div><u>Propriétés algébriques des symétries.&nbsp;</u></div><div><br /></div>Soient F et G deux sous-espaces vectoriels supplémentaires de E, p le projecteur sur F parallèlemment à G, q le projecteur sur G parallèlement à F et s la symétrie par rapport à F parallèlement à G. Alors,<div><br /></div><div>1. s =&nbsp;{{c5::2p - id<sub>E</sub>}} (en fonction de p)&nbsp;</div><div><br /></div><div>2. s =&nbsp;{{c4::id<sub>E</sub>&nbsp;- 2q}} (en fonction de q)</div><div><br /></div><div>3. sos =&nbsp;{{c3::id<sub>E</sub>}}</div><div><sub><br /></sub></div><div>4. Im(s) = {{c2::E}}&nbsp;</div><div><br /></div><div>5. Ker(s) = {{c1::[$]\{&nbsp;\overrightarrow{0} &nbsp;\}[/$]}}</div>",
"<div><u>Propriétés algébriques des symétries.&nbsp;</u></div><div><br /></div>Soient F et G deux sous-espaces vectoriels supplémentaires de E, p le projecteur sur F parallèlemment à G, q le projecteur sur G parallèlement à F et s la symétrie par rapport à F parallèlement à G. Alors,<div><br /></div><div>1. s =&nbsp;{{c5::2p - id<sub>E</sub>}} (en fonction de p)&nbsp;</div><div><br /></div><div>2. s =&nbsp;{{c4::id<sub>E</sub>&nbsp;- 2q}} (en fonction de q)</div><div><br /></div><div>3. sos =&nbsp;{{c3::id<sub>E</sub>}}</div><div><sub><br /></sub></div><div>4. Im(s) = {{c2::E}}&nbsp;</div><div><br /></div><div>5. Ker(s) = {{c1::[$]\{&nbsp;\overrightarrow{0} &nbsp;\}[/$]}}</div>",
